codigo,nome,tipo,tipo_compatibilidade,codigo_icao,latitude_dms,longitude_dms,latitude_decimal,longitude_decimal,elevacao_ft,declinacao_magnetica_graus,declinacao_magnetica_direcao,coordenada_valida,permite_origem_destino,revisao_pendente,classificacao_origem,fonte_pagina
SIKD,"SÃO PAULO / HELPN SODEPA, SP",heliponto,heliponto,SIKD,23º34'24''S,046º44'00''W,-23.573333333333334,-46.733333333333334,2492,21,W,1,1,0,INFERIDA_DESCRICAO,26
SIKE,"CAUCAIA / HELPN Wobben Windpower, CE",heliponto,heliponto,SIKE,03º37'12''S,038º51'20''W,-3.62,-38.855555555555554,200,21,W,1,1,0,INFERIDA_DESCRICAO,26
SIKF,"SÃO PAULO / HELPN Iguatemi, SP",heliponto,heliponto,SIKF,23º34'34''S,046º41'09''W,-23.57611111111111,-46.68583333333333,2722,21,W,1,1,0,INFERIDA_DESCRICAO,26
SIKH,"INDAIATUBA / HELPN Hotel Vitória, SP",heliponto,heliponto,SIKH,23º05'03''S,047º10'59''W,-23.084166666666665,-47.183055555555555,1972,21,W,1,1,0,INFERIDA_DESCRICAO,26
SIKJ,"ALTA FLORESTA / Faz. Cristalino, MT",aeroporto,aeroporto,SIKJ,09º40'04''S,055º58'36''W,-9.667777777777777,-55.97666666666667,919,18,W,1,1,0,INFERIDA_DESCRICAO,26
SIKK,"ARCOS / Calciolândia, MG",aeroporto,aeroporto,SIKK,20º15'02''S,045º38'42''W,-20.250555555555554,-45.644999999999996,2180,22,W,1,1,0,INFERIDA_DESCRICAO,26
SIKL,"GOIÂNIA / HELPN Flamboyant, GO",heliponto,heliponto,SIKL,16º42'35''S,049º14'19''W,-16.709722222222222,-49.23861111111111,2739,21,W,1,1,0,INFERIDA_DESCRICAO,26
SIKM,"ARAME / Faz. Viamão, MA",aeroporto,aeroporto,SIKM,05º17'21''S,046º00'06''W,-5.289166666666667,-46.001666666666665,863,21,W,1,1,0,INFERIDA_DESCRICAO,26
SIKN,"ARAME / Faz. Bonanza, MA",aeroporto,aeroporto,SIKN,05º09'26''S,045º54'56''W,-5.157222222222223,-45.91555555555556,928,21,W,1,1,0,INFERIDA_DESCRICAO,26
SIKO,"MAUÉS / Faz. Pison, AM",aeroporto,aeroporto,SIKO,05º01'12''S,057º46'49''W,-5.02,-57.780277777777776,541,17,W,1,1,0,INFERIDA_DESCRICAO,26
SIKQ,"ITAITUBA / Faz. Samauma, PA",aeroporto,aeroporto,SIKQ,07º14'10''S,057º06'21''W,-7.236111111111112,-57.10583333333334,633,17,W,1,1,0,INFERIDA_DESCRICAO,26
SIKT,"SÃO PAULO / HELPN Joaquim Floriano, SP",heliponto,heliponto,SIKT,23º34'59''S,046º40'16''W,-23.583055555555557,-46.67111111111111,2687,21,W,1,1,0,INFERIDA_DESCRICAO,26
SIKU,"CAMPINAS / HELPN Northern Telecom do Brasil Indústria e Comércio LTDA, SP",heliponto,heliponto,SIKU,22º48'23''S,047º02'34''W,-22.80638888888889,-47.04277777777778,2159,21,W,1,1,0,INFERIDA_DESCRICAO,26
SIKV,"GOIÂNIA / HELPN Aldeia do Vale, GO",heliponto,heliponto,SIKV,16º36'27''S,049º11'29''W,-16.6075,-49.19138888888889,2490,21,W,1,1,0,INFERIDA_DESCRICAO,26
SIKY,"COSTA RICA / Faz. Beira Rio, MS",aeroporto,aeroporto,SIKY,18º43'10''S,053º20'15''W,-18.71944444444444,-53.337500000000006,2100,18,W,1,1,0,INFERIDA_DESCRICAO,26
SIKZ,"PARNARAMA / Faz. Olho Dagua, MA",aeroporto,aeroporto,SIKZ,05º40'00''S,043º32'06''W,-5.666666666666667,-43.535,390,22,W,1,1,0,INFERIDA_DESCRICAO,27
SILA,"JATEÍ / Faz. Santa Ada, MS",aeroporto,aeroporto,SILA,22º45'30''S,053º50'39''W,-22.758333333333333,-53.844166666666666,1247,17,W,1,1,0,INFERIDA_DESCRICAO,27
SILB,"CHAPADA DOS GUIMARÃES / Aviador Mario Luiz Spinelli, MT",aeroporto,aeroporto,SILB,15º00'12''S,055º30'04''W,-15.003333333333334,-55.50111111111111,1247,18,W,1,1,0,INFERIDA_DESCRICAO,27
SILC,"LUCAS DO RIO VERDE / Bom Futuro, MT",aeroporto,aeroporto,SILC,13º02'14''S,055º56'32''W,-13.037222222222223,-55.94222222222222,1690,17,W,1,1,0,INFERIDA_DESCRICAO,27
