codigo,nome,tipo,tipo_compatibilidade,codigo_icao,latitude_dms,longitude_dms,latitude_decimal,longitude_decimal,elevacao_ft,declinacao_magnetica_graus,declinacao_magnetica_direcao,coordenada_valida,permite_origem_destino,revisao_pendente,classificacao_origem,fonte_pagina
SSZT,"ÁGUAS DE SANTA BÁRBARA / Faz. São João, SP",aeroporto,aeroporto,SSZT,22º47'39''S,049º20'28''W,-22.79416666666667,-49.34111111111111,2146,20,W,1,1,0,INFERIDA_DESCRICAO,60
SSZV,"SERRA NOVA DOURADA / Faz. Bordolândia, MT",aeroporto,aeroporto,SSZV,12º03'43''S,051º31'59''W,-12.061944444444444,-51.533055555555556,1066,20,W,1,1,0,INFERIDA_DESCRICAO,60
SSZW,"PONTA GROSSA / Ponta Grossa, PR",aeroporto,aeroporto,SSZW,25º11'16''S,050º08'40''W,-25.18777777777778,-50.144444444444446,2588,19,W,1,1,0,INFERIDA_DESCRICAO,60
SSZX,"PARANAÍBA / Faz. Lapa do Lobo, MS",aeroporto,aeroporto,SSZX,19º31'38''S,050º58'13''W,-19.52722222222222,-50.97027777777778,1446,20,W,1,1,0,INFERIDA_DESCRICAO,60
SSZZ,"SONORA / Faz. Thauá, MS",aeroporto,aeroporto,SSZZ,17º42'47''S,054º24'32''W,-17.713055555555556,-54.40888888888889,2024,18,W,1,1,0,INFERIDA_DESCRICAO,60
ST.DIM,ST. DIMITRIOS,waypoint,,,20º23'05''S,040º11'40''W,-20.384722222222223,-40.19444444444444,0,24,W,1,0,0,INFERIDA_DESCRICAO,60
SUMU,"Carrasco Internacional, Montevideu, URU",aeroporto,aeroporto,SUMU,34º50'16''S,056º01'49''W,-34.83777777777778,-56.030277777777776,0,10,W,1,1,0,INFERIDA_DESCRICAO,60
SUNR,NAVIO / Sunrise 2000,plataforma,plataforma,9PRS,24º18'10''S,042º43'30''W,-24.302777777777777,-42.725,0,23,W,1,1,0,INFERIDA_DESCRICAO,60
SURU,RIO SURUI SOBREVOO,waypoint,,,22º40'16''S,043º07'59''W,-22.671111111111113,-43.13305555555556,0,22,W,1,0,0,INFERIDA_DESCRICAO,60
SVPF,Seven Pacific,plataforma,plataforma,9PZS,25º28'00''S,043º55'00''W,-25.466666666666665,-43.916666666666664,95,23,W,1,1,0,INFERIDA_DESCRICAO,60
SWAA,"NOVA CRIXÁS / Faz. Ykaraí, GO",aeroporto,aeroporto,SWAA,14º32'38''S,050º35'34''W,-14.543888888888889,-50.59277777777778,896,20,W,1,1,0,INFERIDA_DESCRICAO,60
SWAE,"ALTO ALEGRE / Uaicas, RR",aeroporto,aeroporto,SWAE,03º32'42''N,063º10'56''W,3.545,-63.18222222222222,1083,14,W,1,1,0,INFERIDA_DESCRICAO,60
SWAF,"RONDONÓPOLlS / Agroer Aviação Agrícola, MT",aeroporto,aeroporto,SWAF,16º29'02''S,054º40'02''W,-16.483888888888888,-54.66722222222222,827,18,W,1,1,0,INFERIDA_DESCRICAO,60
SWAH,"ARIPUANÃ / Agropecuária Floresta São Joaquim LTDA, MT",aeroporto,aeroporto,SWAH,10º08'30''S,060º39'10''W,-10.141666666666666,-60.65277777777778,325,15,W,1,1,0,INFERIDA_DESCRICAO,60
SWAK,"SÃO GABRIEL DA CACHOEIRA / Assunção do lçana, AM",aeroporto,aeroporto,SWAK,01º03'59''N,067º36'02''W,1.0663888888888888,-67.60055555555554,492,11,W,1,1,0,INFERIDA_DESCRICAO,60
SWAN,"ARENÁPOLIS / Arenápolis, MT",aeroporto,aeroporto,SWAN,14º30'01''S,057º01'02''W,-14.500277777777777,-57.01722222222222,1329,17,W,1,1,0,INFERIDA_DESCRICAO,60
SWAO,"SÃO GABRIEL DA CACHOEIRA / Anamoim, AM",aeroporto,aeroporto,SWAO,01º47'59''N,067º23'02''W,1.799722222222222,-67.38388888888889,335,11,W,1,1,0,INFERIDA_DESCRICAO,60
SWAP,"BARRA DO BUGRES / Faz. Apemag, MT",aeroporto,aeroporto,SWAP,15º20'01''S,057º19'02''W,-15.33361111111111,-57.31722222222223,951,16,W,1,1,0,INFERIDA_DESCRICAO,60
SWAQ,"BOA VISTA / Érico, RR",aeroporto,aeroporto,SWAQ,03º45'48''N,062º24'34''W,3.763333333333333,-62.409444444444446,689,14,W,1,1,0,INFERIDA_DESCRICAO,60
SWAR,"CANARANA / Faz. Aruanã, MT",aeroporto,aeroporto,SWAR,13º04'58''S,051º35'11''W,-13.082777777777778,-51.58638888888889,968,20,W,1,1,0,INFERIDA_DESCRICAO,60
SWAS,"BRASÍLIA / HELPN Telebrás I, DF",heliponto,heliponto,SWAS,15º48'22''S,047º53'01''W,-15.806111111111111,-47.88361111111111,3661,21,W,1,1,0,INFERIDA_DESCRICAO,60
SWAT,"ALTO ARAGUAIA / Faz. Cachoeira, MT",aeroporto,aeroporto,SWAT,17º05'21''S,053º19'54''W,-17.089166666666664,-53.33166666666667,2795,19,W,1,1,0,INFERIDA_DESCRICAO,60
SWAU,"PIRAJUBA / Faz. Nossa Senhora Aparecida, MG",aeroporto,aeroporto,SWAU,19º56'47''S,048º34'44''W,-19.94638888888889,-48.57888888888889,2592,21,W,1,1,0,INFERIDA_DESCRICAO,60
SWAV,"DIAMANTINO / Faz. Água Verde, MT",aeroporto,aeroporto,SWAV,14º04'22''S,057º27'17''W,-14.072777777777777,-57.45472222222222,2037,16,W,1,1,0,INFERIDA_DESCRICAO,60
SWAW,"BRASÍLIA / HELPN Telebrás II, DF",heliponto,heliponto,SWAW,15º48'22''S,047º52'57''W,-15.806111111111111,-47.8825,3661,21,W,1,1,0,INFERIDA_DESCRICAO,60
SWAZ,"SÃO GABRIEL DA CACHOEIRA / Santo Atanázio, AM",aeroporto,aeroporto,SWAZ,00º23'59''N,069º18'02''W,0.39972222222222226,-69.30055555555555,394,10,W,1,1,0,INFERIDA_DESCRICAO,60
SWBA,"BURITI ALEGRE / Buriti Alegre, GO",aeroporto,aeroporto,SWBA,18º07'32''S,049º02'34''W,-18.125555555555557,-49.04277777777778,2848,21,W,1,1,0,INFERIDA_DESCRICAO,60
SWBC,"BARCELOS / Barcelos, AM",aeroporto,aeroporto,SWBC,00º58'52''S,062º55'10''W,-0.9811111111111112,-62.919444444444444,112,14,W,1,1,0,INFERIDA_DESCRICAO,60
SWBG,"PONTES E LACERDA / União do Vale, MT",aeroporto,aeroporto,SWBG,15º12'00''S,059º23'14''W,-15.2,-59.38722222222222,869,15,W,1,1,0,INFERIDA_DESCRICAO,60
SWBI,"BARREIRINHA / Barreirinha, AM",aeroporto,aeroporto,SWBI,02º47'46''S,057º03'22''W,-2.796111111111111,-57.05611111111111,69,17,W,1,1,0,INFERIDA_DESCRICAO,60
SWBJ,"CANARANA / Faz. ltarema, MT",aeroporto,aeroporto,SWBJ,13º15'18''S,052º02'24''W,-13.255,-52.04,1339,20,W,1,1,0,INFERIDA_DESCRICAO,60
SWBO,"CAMPOS VERDES / Faz. São João, GO",aeroporto,aeroporto,SWBO,14º16'29''S,049º38'57''W,-14.274722222222223,-49.649166666666666,1542,21,W,1,1,0,INFERIDA_DESCRICAO,60
SWBP,"GOIÂNIA / HELPN 1º BPM, GO",heliponto,heliponto,SWBP,16º30'49''S,049º15'04''W,-16.51361111111111,-49.25111111111111,2264,21,W,1,1,0,INFERIDA_DESCRICAO,60
SWBR,"BORBA / Borba, AM",aeroporto,aeroporto,SWBR,04º24'31''S,059º35'52''W,-4.408611111111111,-59.59777777777778,295,16,W,1,1,0,INFERIDA_DESCRICAO,60
SWBV,"BOA VISTA / Auaris, RR",aeroporto,aeroporto,SWBV,04º00'59''N,064º31'07''W,4.016388888888889,-64.51861111111111,2336,13,W,1,1,0,INFERIDA_DESCRICAO,60
SWBX,"ITIQUIRA / Faz. Santo Antônio do Paraíso, MT",aeroporto,aeroporto,SWBX,17º29'28''S,055º13'42''W,-17.491111111111113,-55.22833333333333,649,17,W,1,1,0,INFERIDA_DESCRICAO,60
SWBY,"BOM JESUS DE GOIÁS / Faz. Goiasa, GO",aeroporto,aeroporto,SWBY,18º03'02''S,049º42'02''W,-18.050555555555555,-49.70055555555556,1820,20,W,1,1,0,INFERIDA_DESCRICAO,60
SWBZ,"SORRISO / JPO, MT",aeroporto,aeroporto,SWBZ,12º36'19''S,055º45'53''W,-12.605277777777777,-55.764722222222225,1155,18,W,1,1,0,INFERIDA_DESCRICAO,60
SWCA,"CARAUARI / Carauari, AM",aeroporto,aeroporto,SWCA,04º52'43''S,066º53'44''W,-4.878611111111112,-66.89555555555556,355,11,W,1,1,0,INFERIDA_DESCRICAO,60
SWCB,"CAMPOS BELOS / Campos Belos, GO",aeroporto,aeroporto,SWCB,13º00'32''S,046º46'29''W,-13.008888888888889,-46.77472222222222,2198,22,W,1,1,0,INFERIDA_DESCRICAO,60
SWCC,"COMODORO / Faz. Curitiba, MT",aeroporto,aeroporto,SWCC,13º37'22''S,060º36'09''W,-13.622777777777777,-60.6025,705,14,W,1,1,0,INFERIDA_DESCRICAO,60
SWCE,"SANTO ANTÔNIO DO LEVERGER / Faz. Cedro, MT",aeroporto,aeroporto,SWCE,16º11'52''S,055º23'42''W,-16.197777777777777,-55.394999999999996,2310,17,W,1,1,0,INFERIDA_DESCRICAO,60
SWCF,"COMODORO / Faz. Confap, MT",aeroporto,aeroporto,SWCF,13º43'49''S,060º28'43''W,-13.730277777777777,-60.478611111111114,673,14,W,1,1,0,INFERIDA_DESCRICAO,60
SWCG,"CAÇU / Faz. Varjão Grande, GO",aeroporto,aeroporto,SWCG,18º29'32''S,051º17'58''W,-18.492222222222225,-51.29944444444444,2060,20,W,1,1,0,INFERIDA_DESCRICAO,60
SWCK,"CANARANA / Faz. Cocal, MT",aeroporto,aeroporto,SWCK,12º41'01''S,052º43'02''W,-12.68361111111111,-52.717222222222226,984,19,W,1,1,0,INFERIDA_DESCRICAO,61
SWCM,"ÁGUA BOA / Faz. Couto Magalhães, MT",aeroporto,aeroporto,SWCM,13º59'25''S,052º55'37''W,-13.990277777777777,-52.926944444444445,1378,19,W,1,1,0,INFERIDA_DESCRICAO,61
SWCN,"COCALINHO / Faz. Saudade, MT",aeroporto,aeroporto,SWCN,14º08'36''S,051º00'54''W,-14.143333333333333,-51.015,784,20,W,1,1,0,INFERIDA_DESCRICAO,61
SWCO,"COCALINHO / Faz. Continental, MT",aeroporto,aeroporto,SWCO,14º42'56''S,051º12'35''W,-14.715555555555556,-51.209722222222226,919,20,W,1,1,0,INFERIDA_DESCRICAO,61
SWCP,"CAMPO NOVO DO PARECIS / Campo Novo do Parecis, MT",aeroporto,aeroporto,SWCP,13º38'43''S,057º55'35''W,-13.645277777777777,-57.92638888888889,1818,16,W,1,1,0,INFERIDA_DESCRICAO,61
SWCQ,"COSTA MARQUES / Costa Marques, RO",aeroporto,aeroporto,SWCQ,12º25'18''S,064º15'06''W,-12.421666666666667,-64.25166666666667,555,12,W,1,1,0,INFERIDA_DESCRICAO,61
SWCT,"POCONÉ / Complexo Turístico S. R. Pantanal Hotéis LTDA, MT",aeroporto,aeroporto,SWCT,17º22'05''S,056º47'05''W,-17.368055555555557,-56.78472222222222,334,16,W,1,1,0,INFERIDA_DESCRICAO,61
SWCU,"FORMOSO DO ARAGUAIA / Faz. Canuanã, TO",aeroporto,aeroporto,SWCU,11º58'39''S,049º54'29''W,-11.977500000000001,-49.908055555555556,787,21,W,1,1,0,INFERIDA_DESCRICAO,61
SWCV,"VILA BELA DA S.S. TRINDADE / Casalvasco, MT",aeroporto,aeroporto,SWCV,15º29'22''S,060º05'08''W,-15.489444444444443,-60.08555555555556,676,14,W,1,1,0,INFERIDA_DESCRICAO,61
SWCW,"CAVALCANTE / Cavalcante, GO",aeroporto,aeroporto,SWCW,13º45'58''S,047º25'43''W,-13.766111111111112,-47.42861111111111,2625,22,W,1,1,0,INFERIDA_DESCRICAO,61
SWCX,"CABIXI / Cabixi, MT",aeroporto,aeroporto,SWCX,13º42'01''S,060º42'02''W,-13.700277777777776,-60.70055555555556,1247,14,W,1,1,0,INFERIDA_DESCRICAO,61
SWCY,"NOVA MARINGÁ / Faz. Aparecida do Norte, MT",aeroporto,aeroporto,SWCY,12º50'41''S,056º58'37''W,-12.844722222222222,-56.97694444444445,1004,17,W,1,1,0,INFERIDA_DESCRICAO,61
SWDB,"BARRA DO GARÇAS / Faz. Eldorado, MT",aeroporto,aeroporto,SWDB,15º34'37''S,052º13'08''W,-15.576944444444445,-52.21888888888889,1086,19,W,1,1,0,INFERIDA_DESCRICAO,61
SWDE,"SÃO MIGUEL DO ARAGUAIA / Faz. Piratininga, GO",aeroporto,aeroporto,SWDE,12º49'19''S,050º19'56''W,-12.821944444444444,-50.33222222222223,722,20,W,1,1,0,INFERIDA_DESCRICAO,61
SWDF,"NOVO MUNDO / Faz. Braço Forte, MT",aeroporto,aeroporto,SWDF,09º31'30''S,055º02'32''W,-9.525,-55.04222222222222,1417,18,W,1,1,0,INFERIDA_DESCRICAO,61
SWDG,"REGINÓPOLIS / Faz. São José, SP",aeroporto,aeroporto,SWDG,21º44'40''S,049º09'53''W,-21.744444444444447,-49.164722222222224,1509,20,W,1,1,0,INFERIDA_DESCRICAO,61
SWDI,"PEIXE / Dois Irmãos, TO",aeroporto,aeroporto,SWDI,11º44'01''S,049º20'02''W,-11.73361111111111,-49.33388888888889,771,21,W,1,1,0,INFERIDA_DESCRICAO,61
SWDJ,"BARRA DO GARÇAS / Faz. Duas Âncoras – Seção JAÓ, MT",aeroporto,aeroporto,SWDJ,14º51'27''S,052º02'12''W,-14.8575,-52.03666666666666,886,20,W,1,1,0,INFERIDA_DESCRICAO,61
SWDK,"COLORADO D´OESTE/ Faz. Dona Olga, RO",aeroporto,aeroporto,SWDK,13º01'11''S,061º10'07''W,-13.019722222222223,-61.16861111111111,680,14,W,1,1,0,INFERIDA_DESCRICAO,61
SWDM,"DIAMANTINO / Diamantino, MT",aeroporto,aeroporto,SWDM,14º22'37''S,056º24'02''W,-14.376944444444446,-56.400555555555556,1476,17,W,1,1,0,INFERIDA_DESCRICAO,61
SWDN,"DIANÓPOLlS / Dianópolis, TO",aeroporto,aeroporto,SWDN,11º37'01''S,046º51'02''W,-11.616944444444444,-46.85055555555556,2001,22,W,1,1,0,INFERIDA_DESCRICAO,61
SWDO,"ROSÁRIO DO OESTE / Rosário do Oeste, MT",aeroporto,aeroporto,SWDO,14º49'01''S,056º25'02''W,-14.816944444444443,-56.41722222222222,699,17,W,1,1,0,INFERIDA_DESCRICAO,61
SWDQ,"SANTO ANTÔNlO DO LEVERGER / Faz. Saltos do Poente, MT",aeroporto,aeroporto,SWDQ,16º26'09''S,055º16'16''W,-16.435833333333335,-55.27111111111111,1352,18,W,1,1,0,INFERIDA_DESCRICAO,61
SWDS,"PONTES E LACERDA / Favo de Mel, MT",aeroporto,aeroporto,SWDS,15º39'39''S,059º18'20''W,-15.660833333333334,-59.30555555555555,846,15,W,1,1,0,INFERIDA_DESCRICAO,61
SWDT,"DIAMANTINO / Faz. Pioneira, MT",aeroporto,aeroporto,SWDT,14º17'01''S,057º42'02''W,-14.28361111111111,-57.70055555555556,2178,16,W,1,1,0,INFERIDA_DESCRICAO,61
SWDU,SW DUCHESS,plataforma,plataforma,9PWE,22º57'00''S,040º50'00''W,-22.95,-40.833333333333336,0,22,W,1,1,0,INFERIDA_DESCRICAO,61
SWDY,"NOVA CRIXÁS / Faz. Agua Fria, GO",aeroporto,aeroporto,SWDY,14º45'17''S,050º22'39''W,-14.754722222222222,-50.3775,1175,20,W,1,1,0,INFERIDA_DESCRICAO,61
SWDZ,"INDIAVAÍ / Faz. Água Limpa, MT",aeroporto,aeroporto,SWDZ,15º17'22''S,058º31'49''W,-15.289444444444444,-58.530277777777776,1181,16,W,1,1,0,INFERIDA_DESCRICAO,61
SWEC,"ARAGARÇAS / Estância das Cascatas, GO",aeroporto,aeroporto,SWEC,15º54'09''S,052º05'55''W,-15.9025,-52.09861111111111,1017,19,W,1,1,0,INFERIDA_DESCRICAO,61
SWED,"ARAPOEMA / Faz. Eldorado, TO",aeroporto,aeroporto,SWED,07º45'26''S,049º07'18''W,-7.7572222222222225,-49.12166666666667,686,21,W,1,1,0,INFERIDA_DESCRICAO,61
SWEE,"ATALAIA DO NORTE / Estirão do Equador, AM",aeroporto,aeroporto,SWEE,04º31'43''S,071º33'56''W,-4.528611111111111,-71.56555555555555,98,7,W,1,1,0,INFERIDA_DESCRICAO,61
SWEF,"COCALINHO / Faz. Europa, MT",aeroporto,aeroporto,SWEF,14º49'16''S,051º09'12''W,-14.821111111111112,-51.15333333333333,899,20,W,1,1,0,INFERIDA_DESCRICAO,61
SWEG,"BARÃO DE MELGAÇO / Faz. Duas Marias, MT",aeroporto,aeroporto,SWEG,16º50'00''S,055º40'09''W,-16.833333333333332,-55.66916666666666,446,17,W,1,1,0,INFERIDA_DESCRICAO,61
SWEI,"EIRUNEPÉ / Eirunepé, AM",aeroporto,aeroporto,SWEI,06º38'15''S,069º52'59''W,-6.637499999999999,-69.88305555555554,412,8,W,1,1,0,INFERIDA_DESCRICAO,61
SWEJ,"BARÃO DE MELGAÇO / Faz. Marazul, MT",aeroporto,aeroporto,SWEJ,16º32'20''S,055º55'06''W,-16.53888888888889,-55.91833333333333,479,17,W,1,1,0,INFERIDA_DESCRICAO,61
SWEK,"CANARANA / Canarana, MT",aeroporto,aeroporto,SWEK,13º34'28''S,052º16'14''W,-13.574444444444444,-52.27055555555555,1314,19,W,1,1,0,INFERIDA_DESCRICAO,61
SWEL,"BARRA DO GARÇAS / Faz. Santa Eulália, MT",aeroporto,aeroporto,SWEL,15º03'00''S,051º55'00''W,-15.05,-51.916666666666664,853,20,W,1,1,0,INFERIDA_DESCRICAO,61
SWEN,"ALTA FLORESTA / Estância Recanto, MT",aeroporto,aeroporto,SWEN,09º56'31''S,056º06'02''W,-9.941944444444445,-56.10055555555556,1017,18,W,1,1,0,INFERIDA_DESCRICAO,61
SWEO,"RORAINÓPOLIS / Itapara Sport Fishing, RR",aeroporto,aeroporto,SWEO,00º12'35''N,061º33'00''W,0.20972222222222223,-61.55,262,15,W,1,1,0,INFERIDA_DESCRICAO,61
SWEQ,"BARÃO DE MELGAÇO / Faz. Marazul III, MT",aeroporto,aeroporto,SWEQ,16º35'29''S,055º59'12''W,-16.591388888888886,-55.986666666666665,505,17,W,1,1,0,INFERIDA_DESCRICAO,61
SWER,"CUIABÁ / Estância Santana, MT",aeroporto,aeroporto,SWER,15º28'11''S,056º03'48''W,-15.469722222222222,-56.06333333333333,801,17,W,1,1,0,INFERIDA_DESCRICAO,61
SWES,"BRASÍLIA / HELPN ESAT Aerotáxi, DF",heliponto,heliponto,SWES,15º47'28''S,047º53'42''W,-15.79111111111111,-47.894999999999996,3678,21,W,1,1,0,INFERIDA_DESCRICAO,61
SWEW,"PORTO ESPERIDIÃO / Faz. Felicidade, MT",aeroporto,aeroporto,SWEW,15º50'32''S,058º37'54''W,-15.842222222222222,-58.63166666666667,656,15,W,1,1,0,INFERIDA_DESCRICAO,61
SWEX,"PEDRA PRETA / Faz. Santa Escolástica, MT",aeroporto,aeroporto,SWEX,16º50'48''S,054º27'32''W,-16.846666666666664,-54.45888888888889,1145,18,W,1,1,0,INFERIDA_DESCRICAO,61
SWEY,"SANTA TEREZA DE GOIAS / Faz. Santa Fé, GO",aeroporto,aeroporto,SWEY,13º32'06''S,048º54'06''W,-13.535,-48.901666666666664,1197,21,W,1,1,0,INFERIDA_DESCRICAO,61
SWEZ,"JANGADA / Faz. Santa Rita de Cássia, MT",aeroporto,aeroporto,SWEZ,15º15'01''S,056º28'52''W,-15.250277777777777,-56.48111111111111,666,17,W,1,1,0,INFERIDA_DESCRICAO,61
SWFA,"CRISTALINA / Faz. Pamplona, GO",aeroporto,aeroporto,SWFA,16º15'02''S,047º37'02''W,-16.250555555555554,-47.617222222222225,3281,21,W,1,1,0,INFERIDA_DESCRICAO,61
SWFC,"JUSCIMEIRA / Faz. Colorado, MT",aeroporto,aeroporto,SWFC,16º10'02''S,054º50'34''W,-16.16722222222222,-54.84277777777778,1191,18,W,1,1,0,INFERIDA_DESCRICAO,61
SWFD,"BRASNORTE / Faz. Tombador, MT",aeroporto,aeroporto,SWFD,11º43'00''S,058º02'53''W,-11.716666666666667,-58.04805555555556,863,16,W,1,1,0,INFERIDA_DESCRICAO,61
SWFF,"SINOP / Faz. Figueira Branca, MT",aeroporto,aeroporto,SWFF,10º43'25''S,054º50'18''W,-10.723611111111111,-54.83833333333334,1001,18,W,1,1,0,INFERIDA_DESCRICAO,61
SWFG,"BARRA DO GARÇAS / Faz. Guanabara, MT",aeroporto,aeroporto,SWFG,12º01'48''S,051º40'39''W,-12.030000000000001,-51.677499999999995,1116,20,W,1,1,0,INFERIDA_DESCRICAO,61
SWFH,"ARAGUACEMA / Faz. Manchete, TO",aeroporto,aeroporto,SWFH,09º44'49''S,049º58'51''W,-9.746944444444443,-49.98083333333334,640,20,W,1,1,0,INFERIDA_DESCRICAO,61
SWFJ,"FEIJÓ / Feijó, AC",aeroporto,aeroporto,SWFJ,08º10'01''S,070º21'02''W,-8.166944444444443,-70.35055555555554,394,8,W,1,1,0,INFERIDA_DESCRICAO,61
SWFK,"PADRE BERNARDO / Faz. Juquei Agropecuária, GO",aeroporto,aeroporto,SWFK,15º04'29''S,048º14'19''W,-15.074722222222222,-48.23861111111111,2297,21,W,1,1,0,INFERIDA_DESCRICAO,61
SWFL,"SANTA TEREZINHA / Faz. Peixe Bravo, MT",aeroporto,aeroporto,SWFL,10º07'01''S,050º25'02''W,-10.116944444444444,-50.41722222222222,656,20,W,1,1,0,INFERIDA_DESCRICAO,62
SWFN,"MANAUS / Flores, AM",aeroporto,aeroporto,SWFN,03º04'22''S,060º01'16''W,-3.072777777777778,-60.02111111111111,203,16,W,1,1,0,INFERIDA_DESCRICAO,62
SWFO,"JANGADA / Faz. Bocaina, MT",aeroporto,aeroporto,SWFO,15º20'47''S,056º42'40''W,-15.346388888888889,-56.711111111111116,1037,17,W,1,1,0,INFERIDA_DESCRICAO,62
SWFP,"PORTO ALEGRE DO NORTE / Faz. Paraíso, MT",aeroporto,aeroporto,SWFP,10º38'20''S,052º01'57''W,-10.63888888888889,-52.0325,984,20,W,1,1,0,INFERIDA_DESCRICAO,62
SWFQ,"PORTO NACIONAL / Faz. Alvorada, TO",aeroporto,aeroporto,SWFQ,10º24'01''S,048º40'02''W,-10.400277777777777,-48.66722222222222,943,21,W,1,1,0,INFERIDA_DESCRICAO,62
SWFR,"FORMOSA / Formosa, GO",aeroporto,aeroporto,SWFR,15º33'22''S,047º20'43''W,-15.556111111111111,-47.34527777777778,3166,22,W,1,1,0,INFERIDA_DESCRICAO,62
SWFS,"SINOP / Faz. Sucuri, MT",aeroporto,aeroporto,SWFS,13º31'53''S,054º56'02''W,-13.53138888888889,-54.93388888888889,1575,18,W,1,1,0,INFERIDA_DESCRICAO,62
SWFT,"PIRANHAS / Faz. Santa Márcia, GO",aeroporto,aeroporto,SWFT,16º34'51''S,052º08'33''W,-16.580833333333334,-52.1425,2822,19,W,1,1,0,INFERIDA_DESCRICAO,62
SWFU,"FORTUNA / Fortuna, MT",aeroporto,aeroporto,SWFU,16º10'01''S,059º30'02''W,-16.166944444444447,-59.50055555555556,866,15,W,1,1,0,INFERIDA_DESCRICAO,62
SWFW,"BARRA DO GARÇAS / Faz. Jangada, MT",aeroporto,aeroporto,SWFW,14º43'02''S,051º54'32''W,-14.717222222222222,-51.90888888888889,919,20,W,1,1,0,INFERIDA_DESCRICAO,62
SWFX,"SÃO FÉLIX DO ARAGUAIA / São Félix do Araguaia, MT",aeroporto,aeroporto,SWFX,11º37'55''S,050º41'18''W,-11.631944444444445,-50.68833333333333,650,20,W,1,1,0,INFERIDA_DESCRICAO,62
SWGE,"BARÃO DE MELGAÇO / Faz. Pirigara, MT",aeroporto,aeroporto,SWGE,17º00'26''S,056º28'41''W,-17.00722222222222,-56.47805555555556,344,17,W,1,1,0,INFERIDA_DESCRICAO,62
SWGH,"CÁCERES / Faz. Primavera, MT",aeroporto,aeroporto,SWGH,16º14'17''S,057º37'12''W,-16.238055555555558,-57.62,1299,16,W,1,1,0,INFERIDA_DESCRICAO,62
SWGI,"GURUPI / Gurupi, TO",aeroporto,aeroporto,SWGI,11º44'21''S,049º07'56''W,-11.739166666666666,-49.132222222222225,1148,21,W,1,1,0,INFERIDA_DESCRICAO,62
SWGK,"RIBEIRÃO CASCALHEIRA / Faz. Sete Barras, MT",aeroporto,aeroporto,SWGK,12º33'35''S,051º41'19''W,-12.559722222222224,-51.68861111111111,801,20,W,1,1,0,INFERIDA_DESCRICAO,62
SWGM,"CHAPADA DOS GUIMARÃES / Ninho das Águias, MT",aeroporto,aeroporto,SWGM,15º29'24''S,055º48'53''W,-15.489999999999998,-55.81472222222222,2464,17,W,1,1,0,INFERIDA_DESCRICAO,62
SWGN,"ARAGUAÍNA / Araguaína, TO",aeroporto,aeroporto,SWGN,07º13'42''S,048º14'27''W,-7.2283333333333335,-48.240833333333335,771,21,W,1,1,0,INFERIDA_DESCRICAO,62
SWGO,"GOIANÉSIA / Goianésia, GO",aeroporto,aeroporto,SWGO,15º20'24''S,049º08'10''W,-15.34,-49.13611111111111,2303,21,W,1,1,0,INFERIDA_DESCRICAO,62
SWGP,"PALMEIRAS DE GOIÁS / Palmeiras de Goiás, GO",aeroporto,aeroporto,SWGP,16º49'37''S,049º52'46''W,-16.826944444444443,-49.879444444444445,1995,20,W,1,1,0,INFERIDA_DESCRICAO,62
SWGQ,"NOVA OLÍMPIA / Faz. Monte Alegre, MT",aeroporto,aeroporto,SWGQ,14º46'51''S,057º21'15''W,-14.780833333333334,-57.35416666666667,755,16,W,1,1,0,INFERIDA_DESCRICAO,62
SWGR,"ALTO GARÇAS / Alto Garças, MT",aeroporto,aeroporto,SWGR,16º55'18''S,053º32'32''W,-16.921666666666667,-53.54222222222222,2707,19,W,1,1,0,INFERIDA_DESCRICAO,62
SWGU,"SANDOLÂNDIA / Faz. Água Fria, TO",aeroporto,aeroporto,SWGU,12º23'56''S,050º03'17''W,-12.398888888888889,-50.05472222222222,738,21,W,1,1,0,INFERIDA_DESCRICAO,62
SWGV,"ÁGUA BOA / Faz. Cocal, MT",aeroporto,aeroporto,SWGV,12º48'07''S,052º36'28''W,-12.801944444444445,-52.60777777777778,1004,19,W,1,1,0,INFERIDA_DESCRICAO,62
SWGW,"JUSSARA / Faz. Santa Rita do Araguaia, GO",aeroporto,aeroporto,SWGW,15º26'16''S,051º35'55''W,-15.437777777777779,-51.59861111111111,1047,20,W,1,1,0,INFERIDA_DESCRICAO,62
SWGZ,"NOVA OLÍMPIA / Faz. Guanabara, MT",aeroporto,aeroporto,SWGZ,14º46'01''S,057º16'02''W,-14.766944444444444,-57.26722222222222,988,16,W,1,1,0,INFERIDA_DESCRICAO,62
SWHA,"GUARINOS / Faz. Boa Esperança Soberbinho, GO",aeroporto,aeroporto,SWHA,14º38'41''S,049º48'59''W,-14.64472222222222,-49.81638888888889,1551,21,W,1,1,0,INFERIDA_DESCRICAO,62
SWHB,"BRASÍLIA / HELPN Brasex 1, DF",heliponto,heliponto,SWHB,15º51'18''S,047º52'05''W,-15.855,-47.86805555555556,3314,21,W,1,1,0,INFERIDA_DESCRICAO,62
SWHE,"MARVELÂNDIA / Agropecuária Cajabi, MT",aeroporto,aeroporto,SWHE,10º44'04''S,054º32'04''W,-10.734444444444444,-54.53444444444444,1352,18,W,1,1,0,INFERIDA_DESCRICAO,62
SWHG,"SANTA HELENA DE GOIÁS / Santa Helena de Goiás, GO",aeroporto,aeroporto,SWHG,17º53'02''S,050º34'02''W,-17.883888888888887,-50.56722222222223,1591,20,W,1,1,0,INFERIDA_DESCRICAO,62
